# start rate=20 seed=5 dur=420 n=7 target=3 events=74
0.0 fp=[7] true=[3] merged=[3, 7]
0.3 fp=[7] true=[3] merged=[3, 7]
0.6 fp=[7] true=[3] merged=[3, 7]
0.9 fp=[7] true=[3] merged=[3, 7]
1.2 fp=[7] true=[3] merged=[3, 7]
1.6 fp=[7] true=[3] merged=[3, 7]
1.9 fp=[7] true=[3] merged=[3, 7]
2.2 fp=[7] true=[3] merged=[3, 7]
2.5 fp=[7] true=[3] merged=[3, 7]
2.8 fp=[7] true=[3] merged=[3, 7]
3.1 fp=[7] true=[3] merged=[3, 7]
3.5 fp=[7] true=[3] merged=[3, 7]
3.8 fp=[7] true=[3] merged=[3, 7]
4.1 fp=[7] true=[3] merged=[3, 7]
4.4 fp=[7] true=[3] merged=[3, 7]
4.7 fp=[7] true=[3] merged=[3, 7]
5.0 fp=[7] true=[3] merged=[3, 7]
5.3 fp=[7] true=[3] merged=[3, 7]
5.7 fp=[7] true=[3] merged=[3, 7]
6.0 fp=[7] true=[3] merged=[3, 7]
6.3 fp=[7] true=[3] merged=[3, 7]
6.6 fp=[7] true=[3] merged=[3, 7]
6.9 fp=[7] true=[3] merged=[3, 7]
7.2 fp=[7] true=[3] merged=[3, 7]
7.5 fp=[7] true=[3] merged=[3, 7]
7.8 fp=[7] true=[3] merged=[3, 7]
8.1 fp=[5] true=[3] merged=[3, 5]
8.5 fp=[5] true=[3] merged=[3, 5]
8.8 fp=[5] true=[3] merged=[3, 5]
9.1 fp=[5] true=[3] merged=[3, 5]
9.4 fp=[5] true=[3] merged=[3, 5]
9.7 fp=[5] true=[3] merged=[3, 5]
10.0 fp=[5] true=[3] merged=[3, 5]
10.3 fp=[5] true=[3] merged=[3, 5]
10.7 fp=[5] true=[3] merged=[3, 5]
11.0 fp=[5] true=[3] merged=[3, 5]
11.3 fp=[5] true=[3] merged=[3, 5]
11.6 fp=[5] true=[3] merged=[3, 5]
11.9 fp=[5] true=[3] merged=[3, 5]
12.2 fp=[5] true=[3] merged=[3, 5]
12.5 fp=[5] true=[3] merged=[3, 5]
12.8 fp=[5] true=[3] merged=[3, 5]
13.1 fp=[5] true=[3] merged=[3, 5]
13.5 fp=[5] true=[3] merged=[3, 5]
13.8 fp=[5] true=[3] merged=[3, 5]
14.1 fp=[5] true=[3] merged=[3, 5]
14.4 fp=[5] true=[3] merged=[3, 5]
14.7 fp=[5] true=[3] merged=[3, 5]
15.0 fp=[5] true=[3] merged=[3, 5]
15.3 fp=[5] true=[3] merged=[3, 5]
15.6 fp=[5] true=[3] merged=[3, 5]
15.9 fp=[5] true=[3] merged=[3, 5]
16.2 fp=[5] true=[3] merged=[3, 5]
16.5 fp=[5] true=[3] merged=[3, 5]
16.9 fp=[5] true=[3] merged=[3, 5]
17.2 fp=[5] true=[3] merged=[3, 5]
17.5 fp=[5] true=[3] merged=[3, 5]
17.8 fp=[5] true=[3] merged=[3, 5]
18.1 fp=[5] true=[3] merged=[3, 5]
18.4 fp=[5] true=[3] merged=[3, 5]
18.7 fp=[5] true=[3] merged=[3, 5]
19.0 fp=[4] true=[3] merged=[3, 4]
19.3 fp=[4] true=[3] merged=[3, 4]
19.7 fp=[4] true=[3] merged=[3, 4]
20.0 fp=[4] true=[3] merged=[3, 4]
20.3 fp=[2] true=[3] merged=[2, 3]
20.6 fp=[2] true=[3] merged=[2, 3]
20.9 fp=[2] true=[3] merged=[2, 3]
21.2 fp=[2] true=[3] merged=[2, 3]
21.5 fp=[2] true=[3] merged=[2, 3]
21.8 fp=[2] true=[3] merged=[2, 3]
22.1 fp=[2] true=[3] merged=[2, 3]
22.5 fp=[2] true=[3] merged=[2, 3]
22.8 fp=[2] true=[3] merged=[2, 3]
23.1 fp=[2] true=[3] merged=[2, 3]
23.4 fp=[2] true=[3] merged=[2, 3]
23.8 fp=[2] true=[3] merged=[2, 3]
24.1 fp=[2] true=[3] merged=[2, 3]
24.4 fp=[2] true=[3] merged=[2, 3]
24.7 fp=[2] true=[3] merged=[2, 3]
25.0 fp=[2] true=[3] merged=[2, 3]
25.3 fp=[2] true=[3] merged=[2, 3]
25.6 fp=[2] true=[3] merged=[2, 3]
25.9 fp=[2] true=[3] merged=[2, 3]
26.3 fp=[2] true=[3] merged=[2, 3]
26.6 fp=[2] true=[3] merged=[2, 3]
26.9 fp=[2] true=[3] merged=[2, 3]
27.2 fp=[2] true=[3] merged=[2, 3]
27.5 fp=[2] true=[3] merged=[2, 3]
27.8 fp=[2] true=[3] merged=[2, 3]
28.1 fp=[2] true=[3] merged=[2, 3]
28.4 fp=[2] true=[3] merged=[2, 3]
28.7 fp=[2] true=[3] merged=[2, 3]
29.0 fp=[2] true=[3] merged=[2, 3]
29.4 fp=[2] true=[3] merged=[2, 3]
29.7 fp=[2] true=[3] merged=[2, 3]
30.0 fp=[2] true=[3] merged=[2, 3]
30.3 fp=[2] true=[3] merged=[2, 3]
30.6 fp=[2] true=[3] merged=[2, 3]
31.0 fp=[2] true=[3] merged=[2, 3]
31.3 fp=[2] true=[3] merged=[2, 3]
31.6 fp=[2] true=[3] merged=[2, 3]
31.9 fp=[2] true=[3] merged=[2, 3]
32.2 fp=[2] true=[3] merged=[2, 3]
32.5 fp=[2] true=[3] merged=[2, 3]
32.9 fp=[2] true=[3] merged=[2, 3]
33.2 fp=[2] true=[3] merged=[2, 3]
33.5 fp=[2] true=[3] merged=[2, 3]
33.8 fp=[2] true=[3] merged=[2, 3]
34.1 fp=[2] true=[3] merged=[2, 3]
34.4 fp=[2] true=[3] merged=[2, 3]
34.7 fp=[2] true=[3] merged=[2, 3]
35.0 fp=[1] true=[3] merged=[1, 3]
35.3 fp=[1] true=[3] merged=[1, 3]
35.6 fp=[1] true=[3] merged=[1, 3]
36.0 fp=[1] true=[3] merged=[1, 3]
36.3 fp=[1] true=[3] merged=[1, 3]
