# start rate=20 seed=4 dur=420 n=7 target=3 events=86
12.2 fp=[7] true=[3] merged=[3, 7]
12.5 fp=[7] true=[3] merged=[3, 7]
12.8 fp=[7] true=[3] merged=[3, 7]
13.1 fp=[7] true=[3] merged=[3, 7]
13.4 fp=[7] true=[3] merged=[3, 7]
13.7 fp=[7] true=[3] merged=[3, 7]
14.0 fp=[6] true=[3] merged=[3, 6]
14.4 fp=[6] true=[3] merged=[3, 6]
14.7 fp=[6] true=[3] merged=[3, 6]
15.0 fp=[6] true=[3] merged=[3, 6]
15.3 fp=[6] true=[3] merged=[3, 6]
15.6 fp=[6] true=[3] merged=[3, 6]
15.9 fp=[6] true=[3] merged=[3, 6]
16.2 fp=[6] true=[3] merged=[3, 6]
16.5 fp=[6] true=[3] merged=[3, 6]
16.9 fp=[6] true=[3] merged=[3, 6]
17.2 fp=[6] true=[3] merged=[3, 6]
17.5 fp=[6] true=[3] merged=[3, 6]
17.8 fp=[6] true=[3] merged=[3, 6]
18.1 fp=[6] true=[3] merged=[3, 6]
18.4 fp=[6] true=[3] merged=[3, 6]
18.7 fp=[6] true=[3] merged=[3, 6]
19.0 fp=[4] true=[3] merged=[3, 4]
19.4 fp=[4] true=[3] merged=[3, 4]
19.7 fp=[4] true=[3] merged=[3, 4]
20.0 fp=[4] true=[3] merged=[3, 4]
20.3 fp=[4] true=[3] merged=[3, 4]
20.6 fp=[4] true=[3] merged=[3, 4]
20.9 fp=[4] true=[3] merged=[3, 4]
21.2 fp=[4] true=[3] merged=[3, 4]
21.6 fp=[4] true=[3] merged=[3, 4]
21.9 fp=[4] true=[3] merged=[3, 4]
22.2 fp=[4] true=[3] merged=[3, 4]
22.5 fp=[4] true=[3] merged=[3, 4]
22.8 fp=[4] true=[3] merged=[3, 4]
23.1 fp=[4] true=[3] merged=[3, 4]
23.4 fp=[4] true=[3] merged=[3, 4]
23.7 fp=[4] true=[3] merged=[3, 4]
24.1 fp=[4] true=[3] merged=[3, 4]
24.4 fp=[4] true=[3] merged=[3, 4]
24.7 fp=[4] true=[3] merged=[3, 4]
25.0 fp=[4] true=[3] merged=[3, 4]
25.3 fp=[4] true=[3] merged=[3, 4]
25.6 fp=[4] true=[3] merged=[3, 4]
25.9 fp=[4] true=[3] merged=[3, 4]
26.2 fp=[4] true=[3] merged=[3, 4]
26.5 fp=[4] true=[3] merged=[3, 4]
26.8 fp=[4] true=[3] merged=[3, 4]
27.2 fp=[4] true=[3] merged=[3, 4]
27.5 fp=[4] true=[3] merged=[3, 4]
27.8 fp=[4] true=[3] merged=[3, 4]
28.1 fp=[4] true=[3] merged=[3, 4]
28.4 fp=[4] true=[3] merged=[3, 4]
28.7 fp=[4] true=[3] merged=[3, 4]
29.0 fp=[4] true=[3] merged=[3, 4]
29.4 fp=[4] true=[3] merged=[3, 4]
29.7 fp=[4] true=[3] merged=[3, 4]
30.0 fp=[4] true=[3] merged=[3, 4]
30.3 fp=[4] true=[3] merged=[3, 4]
30.6 fp=[4] true=[3] merged=[3, 4]
30.9 fp=[4] true=[3] merged=[3, 4]
31.2 fp=[1] true=[3] merged=[1, 3]
31.5 fp=[1] true=[3] merged=[1, 3]
31.9 fp=[1] true=[3] merged=[1, 3]
32.2 fp=[1] true=[3] merged=[1, 3]
32.5 fp=[1] true=[3] merged=[1, 3]
32.8 fp=[1] true=[3] merged=[1, 3]
33.1 fp=[1] true=[3] merged=[1, 3]
33.4 fp=[1] true=[3] merged=[1, 3]
33.7 fp=[1] true=[3] merged=[1, 3]
34.0 fp=[1] true=[3] merged=[1, 3]
34.4 fp=[1] true=[3] merged=[1, 3]
34.7 fp=[1] true=[3] merged=[1, 3]
35.0 fp=[1] true=[3] merged=[1, 3]
35.3 fp=[1] true=[3] merged=[1, 3]
35.6 fp=[1] true=[3] merged=[1, 3]
35.9 fp=[1] true=[3] merged=[1, 3]
36.2 fp=[1] true=[3] merged=[1, 3]
36.5 fp=[1] true=[3] merged=[1, 3]
36.9 fp=[1] true=[3] merged=[1, 3]
37.2 fp=[1] true=[3] merged=[1, 3]
37.5 fp=[1] true=[3] merged=[1, 3]
37.8 fp=[1] true=[3] merged=[1, 3]
38.1 fp=[1] true=[3] merged=[1, 3]
38.4 fp=[1] true=[3] merged=[1, 3]
38.7 fp=[1] true=[3] merged=[1, 3]
39.0 fp=[1] true=[3] merged=[1, 3]
39.3 fp=[1] true=[3] merged=[1, 3]
39.6 fp=[1] true=[3] merged=[1, 3]
39.9 fp=[1] true=[3] merged=[1, 3]
40.3 fp=[1] true=[3] merged=[1, 3]
40.6 fp=[1] true=[3] merged=[1, 3]
40.9 fp=[1] true=[3] merged=[1, 3]
41.2 fp=[1] true=[3] merged=[1, 3]
41.6 fp=[1] true=[3] merged=[1, 3]
41.9 fp=[1] true=[3] merged=[1, 3]
42.2 fp=[1] true=[3] merged=[1, 3]
42.5 fp=[1] true=[3] merged=[1, 3]
42.8 fp=[1] true=[3] merged=[1, 3]
43.1 fp=[1] true=[3] merged=[1, 3]
43.4 fp=[1] true=[3] merged=[1, 3]
43.7 fp=[1] true=[3] merged=[1, 3]
44.0 fp=[1] true=[3] merged=[1, 3]
44.4 fp=[1] true=[3] merged=[1, 3]
44.7 fp=[1] true=[3] merged=[1, 3]
45.0 fp=[1] true=[3] merged=[1, 3]
45.3 fp=[1] true=[3] merged=[1, 3]
45.6 fp=[1] true=[3] merged=[1, 3]
45.9 fp=[1] true=[3] merged=[1, 3]
46.3 fp=[1] true=[3] merged=[1, 3]
46.6 fp=[1] true=[3] merged=[1, 3]
46.9 fp=[1] true=[3] merged=[1, 3]
47.2 fp=[1] true=[3] merged=[1, 3]
47.5 fp=[1] true=[3] merged=[1, 3]
47.8 fp=[1] true=[3] merged=[1, 3]
48.1 fp=[1] true=[3] merged=[1, 3]
48.4 fp=[1] true=[3] merged=[1, 3]
48.7 fp=[1] true=[3] merged=[1, 3]
49.0 fp=[1] true=[3] merged=[1, 3]
49.4 fp=[1] true=[3] merged=[1, 3]
49.7 fp=[1] true=[3] merged=[1, 3]
50.0 fp=[1] true=[3] merged=[1, 3]
50.3 fp=[1] true=[3] merged=[1, 3]
50.7 fp=[1] true=[3] merged=[1, 3]
51.0 fp=[1] true=[3] merged=[1, 3]
51.3 fp=[2] true=[3] merged=[2, 3]
51.6 fp=[2] true=[3] merged=[2, 3]
51.9 fp=[2] true=[3] merged=[2, 3]
52.2 fp=[2] true=[3] merged=[2, 3]
52.5 fp=[2] true=[3] merged=[2, 3]
52.8 fp=[2] true=[3] merged=[2, 3]
53.2 fp=[2] true=[3] merged=[2, 3]
53.5 fp=[2] true=[3] merged=[2, 3]
53.8 fp=[2] true=[3] merged=[2, 3]
54.1 fp=[2] true=[3] merged=[2, 3]
54.4 fp=[2] true=[3] merged=[2, 3]
54.7 fp=[2] true=[3] merged=[2, 3]
55.0 fp=[2] true=[3] merged=[2, 3]
55.4 fp=[2] true=[3] merged=[2, 3]
55.7 fp=[2] true=[3] merged=[2, 3]
56.0 fp=[2] true=[3] merged=[2, 3]
56.3 fp=[2] true=[3] merged=[2, 3]
56.6 fp=[2] true=[3] merged=[2, 3]
56.9 fp=[2] true=[3] merged=[2, 3]
57.2 fp=[2] true=[3] merged=[2, 3]
57.5 fp=[2] true=[3] merged=[2, 3]
57.8 fp=[2] true=[3] merged=[2, 3]
58.1 fp=[2] true=[3] merged=[2, 3]
58.4 fp=[2] true=[3] merged=[2, 3]
58.8 fp=[2] true=[3] merged=[2, 3]
59.1 fp=[2] true=[3] merged=[2, 3]
59.4 fp=[2] true=[3] merged=[2, 3]
59.7 fp=[2] true=[3] merged=[2, 3]
60.0 fp=[2] true=[3] merged=[2, 3]
60.3 fp=[2] true=[3] merged=[2, 3]
60.7 fp=[2] true=[3] merged=[2, 3]
61.0 fp=[2] true=[3] merged=[2, 3]
61.3 fp=[1] true=[3] merged=[1, 3]
61.6 fp=[1] true=[3] merged=[1, 3]
61.9 fp=[1] true=[3] merged=[1, 3]
62.2 fp=[1] true=[3] merged=[1, 3]
62.6 fp=[1] true=[3] merged=[1, 3]
62.9 fp=[1] true=[3] merged=[1, 3]
63.2 fp=[1] true=[3] merged=[1, 3]
63.5 fp=[1] true=[3] merged=[1, 3]
63.8 fp=[1] true=[3] merged=[1, 3]
64.1 fp=[1] true=[3] merged=[1, 3]
64.4 fp=[1] true=[3] merged=[1, 3]
64.7 fp=[1] true=[3] merged=[1, 3]
65.0 fp=[1] true=[3] merged=[1, 3]
65.4 fp=[1] true=[3] merged=[1, 3]
65.7 fp=[1] true=[3] merged=[1, 3]
66.0 fp=[1] true=[3] merged=[1, 3]
66.3 fp=[1] true=[3] merged=[1, 3]
66.6 fp=[1] true=[3] merged=[1, 3]
66.9 fp=[1] true=[3] merged=[1, 3]
67.2 fp=[1] true=[3] merged=[1, 3]
67.5 fp=[1] true=[3] merged=[1, 3]
67.8 fp=[1] true=[3] merged=[1, 3]
68.1 fp=[1] true=[3] merged=[1, 3]
68.5 fp=[1] true=[3] merged=[1, 3]
