1,1,1780835170156,1780835170413,257,FAIL
1,2,1780835170420,1780835170646,226,FAIL
1,3,1780835170654,1780835170899,245,FAIL
1,4,1780835170907,1780835171094,187,FAIL
1,5,1780835171098,1780835171280,182,FAIL
1,6,1780835171284,1780835171509,225,FAIL
1,7,1780835171514,1780835171708,194,FAIL
1,8,1780835171713,1780835171932,219,FAIL
1,9,1780835171937,1780835172116,179,FAIL
1,10,1780835172121,1780835172349,228,FAIL
1,11,1780835172354,1780835172554,200,FAIL
1,12,1780835172558,1780835172738,180,FAIL
1,13,1780835172742,1780835172922,180,FAIL
1,14,1780835172927,1780835173130,203,FAIL
1,15,1780835173135,1780835173327,192,FAIL
1,16,1780835173336,1780835173548,212,FAIL
1,17,1780835173555,1780835173765,210,FAIL
1,18,1780835173771,1780835173993,222,FAIL
1,19,1780835174005,1780835174175,170,FAIL
1,20,1780835174183,1780835174435,252,FAIL
